Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
20-Nov-21,Other,weighted,3,Other*,0.4-3.7%,0.014141465
27-Nov-21,Other,weighted,3,Other*,0.1-3.3%,0.009851139
4-Dec-21,Other,weighted,3,Other*,0.1-0.9%,0.002999454
11-Dec-21,Other,weighted,3,Other*,0.0-0.5%,0.001782943
18-Dec-21,Other,weighted,3,Other*,0.1-1.6%,0.004709471
8-May-21,Other,weighted,4,Other*,97.3-98.9%,0.982099771
15-May-21,Other,weighted,4,Other*,97.3-99.4%,0.986342549
22-May-21,Other,weighted,4,Other*,96.5-98.8%,0.978461325
29-May-21,Other,weighted,4,Other*,95.4-98.3%,0.971223772
5-Jun-21,Other,weighted,4,Other*,91.1-96.2%,0.94038862
12-Jun-21,Other,weighted,4,Other*,78.6-87.7%,0.835257351
19-Jun-21,Other,weighted,4,Other*,70.1-78.8%,0.746152043
26-Jun-21,Other,weighted,4,Other*,52.9-61.7%,0.573736429
3-Jul-21,Other,weighted,4,Other*,30.9-41.1%,0.359028995
10-Jul-21,Other,weighted,4,Other*,17.8-25.9%,0.21652922
17-Jul-21,Other,weighted,4,Other*,10.4-16.8%,0.133729026
24-Jul-21,Other,weighted,4,Other*,5.0-7.8%,0.062970877
31-Jul-21,Other,weighted,4,Other*,2.8-5.7%,0.040257849
7-Aug-21,Other,weighted,4,Other*,2.1-5.2%,0.034106877
14-Aug-21,Other,weighted,4,Other*,0.9-2.4%,0.015003823
21-Aug-21,Other,weighted,4,Other*,0.6-2.5%,0.013520576
28-Aug-21,Other,weighted,4,Other*,0.7-2.9%,0.015215995
4-Sep-21,Other,weighted,4,Other*,0.5-2.0%,0.010726071
11-Sep-21,Other,weighted,4,Other*,0.4-1.8%,0.009008614
18-Sep-21,Other,weighted,4,Other*,0.6-2.3%,0.012408475
25-Sep-21,Other,weighted,4,Other*,0.6-1.9%,0.011456835
2-Oct-21,Other,weighted,4,Other*,0.5-1.8%,0.010091827
9-Oct-21,Other,weighted,4,Other*,0.6-2.0%,0.011911777
16-Oct-21,Other,weighted,4,Other*,0.3-2.0%,0.008920843
23-Oct-21,Other,weighted,4,Other*,0.7-3.1%,0.015797088
30-Oct-21,Other,weighted,4,Other*,0.5-2.5%,0.012569175
6-Nov-21,Other,weighted,4,Other*,1.1-4.1%,0.022682769
13-Nov-21,Other,weighted,4,Other*,0.9-3.2%,0.017943064
20-Nov-21,Other,weighted,4,Other*,0.9-4.1%,0.020792104
27-Nov-21,Other,weighted,4,Other*,0.4-2.1%,0.00973999
4-Dec-21,Other,weighted,4,Other*,0.0-1.3%,0.003523551
11-Dec-21,Other,weighted,4,Other*,0.0-0.3%,0.000669917
18-Dec-21,Other,weighted,4,Other*,0.2-1.2%,0.005380442
8-May-21,Other,weighted,5,Other*,98.5-99.4%,0.990641177
15-May-21,Other,weighted,5,Other*,97.3-99.1%,0.983468235
22-May-21,Other,weighted,5,Other*,95.2-98.5%,0.971780479
29-May-21,Other,weighted,5,Other*,91.0-97.3%,0.948065341
5-Jun-21,Other,weighted,5,Other*,83.5-95.4%,0.906255662
12-Jun-21,Other,weighted,5,Other*,75.7-85.8%,0.811544001
19-Jun-21,Other,weighted,5,Other*,59.0-77.2%,0.685990512
26-Jun-21,Other,weighted,5,Other*,39.2-59.3%,0.492262274
3-Jul-21,Other,weighted,5,Other*,27.3-39.2%,0.330732524
10-Jul-21,Other,weighted,5,Other*,11.2-17.1%,0.139523461
17-Jul-21,Other,weighted,5,Other*,7.5-13.8%,0.103014179
24-Jul-21,Other,weighted,5,Other*,3.4-6.7%,0.048307195
31-Jul-21,Other,weighted,5,Other*,2.0-3.4%,0.026145848
7-Aug-21,Other,weighted,5,Other*,1.2-2.6%,0.01788044
14-Aug-21,Other,weighted,5,Other*,0.5-1.4%,0.008366418
21-Aug-21,Other,weighted,5,Other*,0.3-1.5%,0.007264012
28-Aug-21,Other,weighted,5,Other*,0.6-2.4%,0.013001296
4-Sep-21,Other,weighted,5,Other*,0.3-1.2%,0.00637102
11-Sep-21,Other,weighted,5,Other*,0.3-1.2%,0.006882932
18-Sep-21,Other,weighted,5,Other*,0.4-1.4%,0.007771414
25-Sep-21,Other,weighted,5,Other*,0.3-1.2%,0.005988697
2-Oct-21,Other,weighted,5,Other*,0.5-1.3%,0.008170195
9-Oct-21,Other,weighted,5,Other*,0.4-1.2%,0.007435015
16-Oct-21,Other,weighted,5,Other*,0.3-1.3%,0.007197766
23-Oct-21,Other,weighted,5,Other*,0.5-1.8%,0.009830049
30-Oct-21,Other,weighted,5,Other*,0.3-1.4%,0.006795236
6-Nov-21,Other,weighted,5,Other*,0.6-2.6%,0.01334018
13-Nov-21,Other,weighted,5,Other*,0.7-3.0%,0.0156927
20-Nov-21,Other,weighted,5,Other*,0.9-3.3%,0.017822655
27-Nov-21,Other,weighted,5,Other*,0.2-2.1%,0.008347179
4-Dec-21,Other,weighted,5,Other*,0.1-0.6%,0.002328544
11-Dec-21,Other,weighted,5,Other*,0.1-0.9%,0.003976089
18-Dec-21,Other,weighted,5,Other*,0.5-1.1%,0.008019992
8-May-21,Other,weighted,6,Other*,96.3-98.7%,0.977102399
15-May-21,Other,weighted,6,Other*,95.5-98.3%,0.971198022
22-May-21,Other,weighted,6,Other*,91.8-96.3%,0.943357527
29-May-21,Other,weighted,6,Other*,89.2-94.5%,0.921643496
5-Jun-21,Other,weighted,6,Other*,77.1-85.0%,0.812915087
12-Jun-21,Other,weighted,6,Other*,62.5-78.8%,0.711424351
19-Jun-21,Other,weighted,6,Other*,52.9-70.3%,0.618866384
26-Jun-21,Other,weighted,6,Other*,40.4-51.0%,0.45647496
3-Jul-21,Other,weighted,6,Other*,25.8-35.7%,0.306014746
10-Jul-21,Other,weighted,6,Other*,14.2-22.6%,0.18099314
17-Jul-21,Other,weighted,6,Other*,11.5-19.2%,0.150568813
24-Jul-21,Other,weighted,6,Other*,3.9-8.2%,0.057956304
31-Jul-21,Other,weighted,6,Other*,2.7-4.1%,0.033370078
7-Aug-21,Other,weighted,6,Other*,2.3-5.7%,0.036942769
14-Aug-21,Other,weighted,6,Other*,1.0-2.0%,0.014096526
21-Aug-21,Other,weighted,6,Other*,0.6-2.6%,0.013349334
28-Aug-21,Other,weighted,6,Other*,0.9-6.2%,0.02670043
4-Sep-21,Other,weighted,6,Other*,0.3-2.5%,0.010785647
11-Sep-21,Other,weighted,6,Other*,0.4-2.7%,0.011325746
18-Sep-21,Other,weighted,6,Other*,0.6-2.9%,0.014300747
25-Sep-21,Other,weighted,6,Other*,0.3-3.0%,0.011800017
2-Oct-21,Other,weighted,6,Other*,0.4-3.6%,0.01449734
9-Oct-21,Other,weighted,6,Other*,0.4-2.5%,0.011352111
16-Oct-21,Other,weighted,6,Other*,0.5-4.1%,0.017089017
23-Oct-21,Other,weighted,6,Other*,0.4-5.2%,0.017909393
30-Oct-21,Other,weighted,6,Other*,0.4-3.6%,0.014705318
6-Nov-21,Other,weighted,6,Other*,0.7-6.1%,0.024441445
13-Nov-21,Other,weighted,6,Other*,0.8-4.9%,0.022716541
20-Nov-21,Other,weighted,6,Other*,1.0-5.3%,0.025042627
27-Nov-21,Other,weighted,6,Other*,0.4-3.7%,0.014736657
4-Dec-21,Other,weighted,6,Other*,0.0-0.9%,0.002390177
11-Dec-21,Other,weighted,6,Other*,0.0-0.8%,0.001410005
18-Dec-21,Other,weighted,6,Other*,0.1-1.3%,0.004924695
8-May-21,Other,weighted,7,Other*,97.3-99.9%,0.993519366
15-May-21,Other,weighted,7,Other*,92.7-99.3%,0.972303271
22-May-21,Other,weighted,7,Other*,69.8-94.6%,0.851349115
29-May-21,Other,weighted,7,Other*,52.9-92.2%,0.765943289
5-Jun-21,Other,weighted,7,Other*,38.2-68.5%,0.5359779
12-Jun-21,Other,weighted,7,Other*,20.1-37.4%,0.281575412
19-Jun-21,Other,weighted,7,Other*,10.2-37.0%,0.214563891
26-Jun-21,Other,weighted,7,Other*,3.9-26.9%,0.121885918
3-Jul-21,Other,weighted,7,Other*,1.8-14.0%,0.059536129
10-Jul-21,Other,weighted,7,Other*,2.3-7.3%,0.043044522
17-Jul-21,Other,weighted,7,Other*,1.2-7.3%,0.033927266
24-Jul-21,Other,weighted,7,Other*,1.0-3.8%,0.020971926
31-Jul-21,Other,weighted,7,Other*,1.0-4.6%,0.023419237
7-Aug-21,Other,weighted,7,Other*,0.4-6.2%,0.020808948
14-Aug-21,Other,weighted,7,Other*,0.0-1.0%,0.001571688
21-Aug-21,Other,weighted,7,Other*,0.2-3.7%,0.010973153
28-Aug-21,Other,weighted,7,Other*,0.5-3.5%,0.015124037
4-Sep-21,Other,weighted,7,Other*,0.1-1.4%,0.005354562
11-Sep-21,Other,weighted,7,Other*,0.3-1.9%,0.008909869
18-Sep-21,Other,weighted,7,Other*,0.1-1.4%,0.004577109
25-Sep-21,Other,weighted,7,Other*,0.2-3.4%,0.010247756
2-Oct-21,Other,weighted,7,Other*,0.1-1.4%,0.004576922
9-Oct-21,Other,weighted,7,Other*,0.1-1.5%,0.005696837
16-Oct-21,Other,weighted,7,Other*,0.1-2.6%,0.006998887
23-Oct-21,Other,weighted,7,Other*,0.4-3.2%,0.012935567
30-Oct-21,Other,weighted,7,Other*,0.1-1.1%,0.00436609
6-Nov-21,Other,weighted,7,Other*,0.4-2.5%,0.010857772
13-Nov-21,Other,weighted,7,Other*,0.4-4.2%,0.01541692
20-Nov-21,Other,weighted,7,Other*,0.7-4.3%,0.01957299
27-Nov-21,Other,weighted,7,Other*,0.3-2.8%,0.010888455
4-Dec-21,Other,weighted,7,Other*,0.0-0.7%,0.001954201
11-Dec-21,Other,weighted,7,Other*,0.0-1.1%,0.002463537
18-Dec-21,Other,weighted,7,Other*,0.3-2.0%,0.008874113
8-May-21,Other,weighted,8,Other*,95.1-98.1%,0.968517661
15-May-21,Other,weighted,8,Other*,89.1-95.6%,0.928324521
22-May-21,Other,weighted,8,Other*,88.9-93.9%,0.916358292
29-May-21,Other,weighted,8,Other*,70.7-83.9%,0.778108895
5-Jun-21,Other,weighted,8,Other*,57.8-75.5%,0.671075046
12-Jun-21,Other,weighted,8,Other*,37.8-58.6%,0.481377572
19-Jun-21,Other,weighted,8,Other*,27.1-52.8%,0.394454122
26-Jun-21,Other,weighted,8,Other*,13.9-33.9%,0.228010967
3-Jul-21,Other,weighted,8,Other*,9.8-18.8%,0.138951316
10-Jul-21,Other,weighted,8,Other*,10.1-16.5%,0.130888015
17-Jul-21,Other,weighted,8,Other*,4.6-10.0%,0.06919954
24-Jul-21,Other,weighted,8,Other*,2.7-5.2%,0.038154375
31-Jul-21,Other,weighted,8,Other*,2.2-4.3%,0.031091956
7-Aug-21,Other,weighted,8,Other*,0.7-2.8%,0.014972842
14-Aug-21,Other,weighted,8,Other*,0.7-3.3%,0.016935728
21-Aug-21,Other,weighted,8,Other*,0.1-0.9%,0.003219233
28-Aug-21,Other,weighted,8,Other*,0.1-2.3%,0.007303796
4-Sep-21,Other,weighted,8,Other*,0.2-2.4%,0.008542988
11-Sep-21,Other,weighted,8,Other*,0.1-1.7%,0.006093062
18-Sep-21,Other,weighted,8,Other*,0.2-1.5%,0.005834683
25-Sep-21,Other,weighted,8,Other*,0.1-1.4%,0.005151088
2-Oct-21,Other,weighted,8,Other*,0.0-0.7%,0.002041256
9-Oct-21,Other,weighted,8,Other*,0.1-2.2%,0.006906458
16-Oct-21,Other,weighted,8,Other*,0.1-1.2%,0.004705439
23-Oct-21,Other,weighted,8,Other*,0.1-2.0%,0.00643994
30-Oct-21,Other,weighted,8,Other*,0.0-1.4%,0.003190719
6-Nov-21,Other,weighted,8,Other*,0.1-2.7%,0.006917105
13-Nov-21,Other,weighted,8,Other*,0.1-3.7%,0.00959124
20-Nov-21,Other,weighted,8,Other*,0.1-4.3%,0.009560372
27-Nov-21,Other,weighted,8,Other*,0.0-1.0%,0.001661911
4-Dec-21,Other,weighted,8,Other*,0.0-0.3%,0.000378711
11-Dec-21,Other,weighted,8,Other*,0.1-0.9%,0.00289304
18-Dec-21,Other,weighted,8,Other*,0.0-2.5%,0.004583552
8-May-21,Other,weighted,9,Other*,94.7-98.5%,0.970047534
15-May-21,Other,weighted,9,Other*,95.1-97.6%,0.964859545
22-May-21,Other,weighted,9,Other*,94.1-97.9%,0.963598073
29-May-21,Other,weighted,9,Other*,85.1-91.8%,0.887591124
5-Jun-21,Other,weighted,9,Other*,69.3-87.4%,0.793830335
12-Jun-21,Other,weighted,9,Other*,61.0-79.2%,0.707317293
19-Jun-21,Other,weighted,9,Other*,48.3-62.0%,0.552128851
26-Jun-21,Other,weighted,9,Other*,31.1-48.2%,0.394543856
3-Jul-21,Other,weighted,9,Other*,20.5-34.7%,0.271817446
10-Jul-21,Other,weighted,9,Other*,12.6-19.6%,0.158208862
17-Jul-21,Other,weighted,9,Other*,8.5-12.0%,0.1014442
24-Jul-21,Other,weighted,9,Other*,4.2-6.0%,0.050523873
31-Jul-21,Other,weighted,9,Other*,2.6-4.2%,0.033669252
7-Aug-21,Other,weighted,9,Other*,1.1-4.3%,0.022893878
14-Aug-21,Other,weighted,9,Other*,0.7-1.5%,0.010003231
21-Aug-21,Other,weighted,9,Other*,0.4-1.5%,0.007868893
28-Aug-21,Other,weighted,9,Other*,0.1-3.3%,0.009841553
4-Sep-21,Other,weighted,9,Other*,0.2-2.0%,0.007628625
11-Sep-21,Other,weighted,9,Other*,0.2-0.9%,0.004118544
18-Sep-21,Other,weighted,9,Other*,0.1-1.4%,0.00422124
25-Sep-21,Other,weighted,9,Other*,0.0-2.5%,0.00535
2-Oct-21,Other,weighted,9,Other*,0.0-1.2%,0.003150051
9-Oct-21,Other,weighted,9,Other*,0.2-2.5%,0.008861892
16-Oct-21,Other,weighted,9,Other*,0.1-4.8%,0.012332702
23-Oct-21,Other,weighted,9,Other*,0.1-3.1%,0.007327798
30-Oct-21,Other,weighted,9,Other*,0.1-3.5%,0.007934359
6-Nov-21,Other,weighted,9,Other*,0.1-4.6%,0.010771934
13-Nov-21,Other,weighted,9,Other*,0.1-4.4%,0.012180238
20-Nov-21,Other,weighted,9,Other*,0.2-4.5%,0.013449015
27-Nov-21,Other,weighted,9,Other*,0.1-2.6%,0.006866291
4-Dec-21,Other,weighted,9,Other*,0.0-0.3%,0.00057793
11-Dec-21,Other,weighted,9,Other*,0.0-0.3%,0.001096287
18-Dec-21,Other,weighted,9,Other*,0.0-1.0%,0.001837771
8-May-21,Other,weighted,10,Other*,95.4-99.7%,0.984914064
15-May-21,Other,weighted,10,Other*,93.9-99.6%,0.978803158
22-May-21,Other,weighted,10,Other*,92.2-99.3%,0.970227718
29-May-21,Other,weighted,10,Other*,92.2-97.8%,0.955742955
5-Jun-21,Other,weighted,10,Other*,83.7-95.6%,0.908742368
12-Jun-21,Other,weighted,10,Other*,72.6-95.4%,0.868363261
19-Jun-21,Other,weighted,10,Other*,67.2-89.8%,0.802394211
26-Jun-21,Other,weighted,10,Other*,44.5-82.5%,0.652693212
3-Jul-21,Other,weighted,10,Other*,34.5-57.0%,0.455638736
10-Jul-21,Other,weighted,10,Other*,16.3-35.3%,0.249182954
17-Jul-21,Other,weighted,10,Other*,9.1-20.2%,0.139606401
24-Jul-21,Other,weighted,10,Other*,6.2-9.3%,0.076571338
31-Jul-21,Other,weighted,10,Other*,2.8-5.1%,0.038184136
7-Aug-21,Other,weighted,10,Other*,1.6-3.3%,0.023164459
14-Aug-21,Other,weighted,10,Other*,0.7-1.5%,0.01097575
21-Aug-21,Other,weighted,10,Other*,0.6-1.2%,0.008746333
28-Aug-21,Other,weighted,10,Other*,0.2-1.2%,0.005695186
4-Sep-21,Other,weighted,10,Other*,0.0-0.4%,0.00141374
11-Sep-21,Other,weighted,10,Other*,0.2-1.2%,0.004964144
18-Sep-21,Other,weighted,10,Other*,0.1-1.3%,0.005142426
25-Sep-21,Other,weighted,10,Other*,0.0-0.6%,0.002032939
2-Oct-21,Other,weighted,10,Other*,0.1-0.8%,0.003130264
9-Oct-21,Other,weighted,10,Other*,0.1-1.3%,0.004636413
16-Oct-21,Other,weighted,10,Other*,0.1-1.3%,0.004061339
23-Oct-21,Other,weighted,10,Other*,0.0-1.4%,0.003227642
30-Oct-21,Other,weighted,10,Other*,0.1-1.5%,0.005181972
6-Nov-21,Other,weighted,10,Other*,0.0-0.5%,0.001343246
13-Nov-21,Other,weighted,10,Other*,0.1-2.9%,0.00773206
20-Nov-21,Other,weighted,10,Other*,0.1-2.1%,0.007020881
27-Nov-21,Other,weighted,10,Other*,0.0-1.9%,0.003254383
4-Dec-21,Other,weighted,10,Other*,0.0-0.4%,0.000648606
11-Dec-21,Other,weighted,10,Other*,NA,0
18-Dec-21,Other,weighted,10,Other*,0.2-1.8%,0.006748267
25-Dec-21,Other,smoothed,USA,Other*,0.1-0.3%,0.001787045
1-Jan-22,Other,smoothed,USA,Other*,0.0-0.1%,0.000353572
25-Dec-21,Other,smoothed,1,Other*,0.1-0.6%,0.002796696
1-Jan-22,Other,smoothed,1,Other*,0.0-0.2%,0.000843005
25-Dec-21,Other,smoothed,2,Other*,0.0-0.3%,0.00108378
1-Jan-22,Other,smoothed,2,Other*,0.0-0.1%,0.000184562
25-Dec-21,Other,smoothed,3,Other*,0.1-0.5%,0.00171601
1-Jan-22,Other,smoothed,3,Other*,0.0-0.1%,0.000352643
25-Dec-21,Other,smoothed,4,Other*,0.1-0.3%,0.001587711
1-Jan-22,Other,smoothed,4,Other*,0.0-0.1%,0.000277466
25-Dec-21,Other,smoothed,5,Other*,0.1-0.5%,0.002545834
1-Jan-22,Other,smoothed,5,Other*,0.0-0.1%,0.000525877
25-Dec-21,Other,smoothed,6,Other*,0.0-0.4%,0.0014246
1-Jan-22,Other,smoothed,6,Other*,0.0-0.1%,0.00024017
25-Dec-21,Other,smoothed,7,Other*,0.2-1.1%,0.005131625
1-Jan-22,Other,smoothed,7,Other*,0.1-0.4%,0.00176042
25-Dec-21,Other,smoothed,8,Other*,0.0-0.8%,0.00134755
1-Jan-22,Other,smoothed,8,Other*,0.0-0.2%,0.000258993
25-Dec-21,Other,smoothed,9,Other*,0.0-0.6%,0.001729456
1-Jan-22,Other,smoothed,9,Other*,0.0-0.1%,0.000337852
25-Dec-21,Other,smoothed,10,Other*,0.0-0.4%,0.001067546
1-Jan-22,Other,smoothed,10,Other*,0.0-0.1%,0.000209279
